
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.880]   Just
[00:11:46.120 --> 00:11:46.240]   like
[00:11:46.240 --> 00:11:46.440]   mobile
[00:11:46.440 --> 00:11:47.000]   apps
[00:11:47.000 --> 00:11:47.000]  .
[00:11:47.000 --> 00:11:47.190]   But
[00:11:47.190 --> 00:11:47.370]   the
[00:11:47.370 --> 00:11:47.710]   problem
[00:11:47.710 --> 00:11:47.930]   with
[00:11:47.930 --> 00:11:48.210]   that
[00:11:48.210 --> 00:11:48.260]   is
[00:11:48.260 --> 00:11:48.520]   that
[00:11:48.520 --> 00:11:48.830]   the
[00:11:48.830 --> 00:11:49.880]   JavaScript
[00:11:49.880 --> 00:11:50.070]   is
[00:11:50.070 --> 00:11:50.680]   exposed
[00:11:50.680 --> 00:11:50.860]   so
[00:11:50.860 --> 00:11:51.040]   he
[00:11:51.040 --> 00:11:51.220]  's
[00:11:51.220 --> 00:11:51.780]   afraid
[00:11:51.780 --> 00:11:52.360]   that
[00:11:52.360 --> 00:11:52.710]   people
[00:11:52.710 --> 00:11:53.080]   will
[00:11:53.080 --> 00:11:53.360]   see
[00:11:53.360 --> 00:11:53.640]   and
[00:11:53.640 --> 00:11:53.820]   I
[00:11:53.820 --> 00:11:53.880]   agree
[00:11:53.880 --> 00:11:54.120]   with
[00:11:54.120 --> 00:11:54.280]   him
[00:11:54.280 --> 00:11:54.520]   so
[00:11:54.520 --> 00:11:54.920]   maybe
[00:11:54.920 --> 00:11:55.430]   JavaScript
[00:11:55.430 --> 00:11:55.720]   and
[00:11:55.720 --> 00:11:55.900]   double
[00:11:55.900 --> 00:11:56.210]   dollar
[00:11:56.210 --> 00:11:56.400]   is
[00:11:56.400 --> 00:11:56.460]   not
[00:11:56.460 --> 00:11:56.610]   the
[00:11:56.610 --> 00:11:56.870]   right
[00:11:56.870 --> 00:11:57.280]   solution
[00:11:57.280 --> 00:11:57.480]  .
[00:11:57.480 --> 00:11:57.590]   But
[00:11:57.590 --> 00:11:57.620]   I
[00:11:57.620 --> 00:11:57.800]   guess
[00:11:57.800 --> 00:11:57.960]   what
[00:11:57.960 --> 00:11:58.040]   you
[00:11:58.040 --> 00:11:58.400]   could
[00:11:58.400 --> 00:11:58.440]   do
[00:11:58.440 --> 00:11:58.570]   is
[00:11:58.570 --> 00:11:58.710]   if
[00:11:58.710 --> 00:11:58.900]   you
[00:11:58.900 --> 00:11:59.100]   did
[00:11:59.100 --> 00:11:59.230]   it
[00:11:59.230 --> 00:11:59.490]   over
[00:11:59.490 --> 00:11:59.610]   SS
[00:11:59.610 --> 00:11:59.680]  L
[00:11:59.680 --> 00:11:59.940]   then
[00:11:59.940 --> 00:12:00.120]   it
[00:12:00.120 --> 00:12:00.300]   wouldn
[00:12:00.300 --> 00:12:00.440]  't
[00:12:00.440 --> 00:12:00.450]   be
[00:12:00.450 --> 00:12:00.620]   an
[00:12:00.620 --> 00:12:00.680]   issue
[00:12:00.680 --> 00:12:00.730]  .
[00:12:00.730 --> 00:12:00.790]   That
[00:12:00.790 --> 00:12:00.840]  's
[00:12:00.840 --> 00:12:00.920]   what
[00:12:00.920 --> 00:12:00.940]   I
[00:12:00.940 --> 00:12:01.000]  'm
[00:12:01.000 --> 00:12:01.240]   saying
[00:12:01.240 --> 00:12:01.240]  .
[00:12:01.240 --> 00:12:01.560]   But
[00:12:01.560 --> 00:12:01.990]   what
[00:12:01.990 --> 00:12:02.200]   if
[00:12:02.200 --> 00:12:02.520]   one
[00:12:02.520 --> 00:12:02.770]   of
[00:12:02.770 --> 00:12:03.080]   the
[00:12:03.080 --> 00:12:03.560]   students
[00:12:03.560 --> 00:12:03.890]   gets
[00:12:03.890 --> 00:12:04.120]   his
[00:12:04.120 --> 00:12:04.650]   teacher
[00:12:04.650 --> 00:12:04.800]  's
[00:12:04.800 --> 00:12:05.400]   computer
[00:12:05.400 --> 00:12:05.830]   and
[00:12:05.830 --> 00:12:05.920]   then
[00:12:05.920 --> 00:12:06.480]   like
[00:12:06.480 --> 00:12:06.520]   sees
[00:12:06.520 --> 00:12:06.740]   the
[00:12:06.740 --> 00:12:07.330]   calls
[00:12:07.330 --> 00:12:07.430]   from
[00:12:07.430 --> 00:12:07.640]   the
[00:12:07.640 --> 00:12:08.520]   application
[00:12:08.520 --> 00:12:08.680]  
[00:12:08.680 --> 00:12:09.010]   like
[00:12:09.010 --> 00:12:09.500]   console
[00:12:09.500 --> 00:12:10.090]   inspect
[00:12:10.090 --> 00:12:10.720]   element
[00:12:10.720 --> 00:12:11.160]   like
[00:12:11.160 --> 00:12:11.960]   network
[00:12:11.960 --> 00:12:11.960]   tab
[00:12:11.960 --> 00:12:11.960]  .
[00:12:11.960 --> 00:12:12.150]   Right
[00:12:12.150 --> 00:12:12.220]   so
[00:12:12.220 --> 00:12:12.430]   what
[00:12:12.430 --> 00:12:12.450]  's
[00:12:12.450 --> 00:12:12.550]   the
[00:12:12.550 --> 00:12:12.730]   have
[00:12:12.730 --> 00:12:12.810]   you
[00:12:12.810 --> 00:12:12.960]   done
[00:12:12.960 --> 00:12:13.070]   any
[00:12:13.070 --> 00:12:13.380]   research
[00:12:13.380 --> 00:12:13.440]   on
[00:12:13.440 --> 00:12:13.610]   like
[00:12:13.610 --> 00:12:13.750]   what
[00:12:13.750 --> 00:12:13.820]  's
[00:12:13.820 --> 00:12:13.940]   the
[00:12:13.940 --> 00:12:14.360]   standard
[00:12:14.360 --> 00:12:14.520]  ?
[00:12:14.520 --> 00:12:14.690]   This
[00:12:14.690 --> 00:12:14.780]   is
[00:12:14.780 --> 00:12:14.890]   the
[00:12:14.890 --> 00:12:15.100]   thing
[00:12:15.100 --> 00:12:15.180]   he
[00:12:15.180 --> 00:12:15.260]  's
[00:12:15.260 --> 00:12:15.510]   only
[00:12:15.510 --> 00:12:15.550]   got
[00:12:15.550 --> 00:12:15.920]   problems
[00:12:15.920 --> 00:12:15.970]   he
[00:12:15.970 --> 00:12:16.050]  's
[00:12:16.050 --> 00:12:16.170]   got
[00:12:16.170 --> 00:12:16.250]   no
[00:12:16.250 --> 00:12:16.680]   solution
[00:12:16.680 --> 00:12:16.680]  .
[00:12:16.680 --> 00:12:16.860]   He
[00:12:16.860 --> 00:12:17.000]   doesn
[00:12:17.000 --> 00:12:17.270]  't
[00:12:17.270 --> 00:12:17.280]   come
[00:12:17.280 --> 00:12:17.360]   to
[00:12:17.360 --> 00:12:17.450]   me
[00:12:17.450 --> 00:12:17.590]   and
[00:12:17.590 --> 00:12:17.730]   say
[00:12:17.730 --> 00:12:17.910]   look
[00:12:17.910 --> 00:12:18.170]   this
[00:12:18.170 --> 00:12:18.170]   is
[00:12:18.170 --> 00:12:18.320]   how
[00:12:18.320 --> 00:12:18.430]   we
[00:12:18.430 --> 00:12:18.680]   should
[00:12:18.680 --> 00:12:18.830]   do
[00:12:18.830 --> 00:12:18.920]   it
[00:12:18.920 --> 00:12:19.480]  .
[00:12:19.480 --> 00:12:19.480]   He
[00:12:19.480 --> 00:12:19.480]  's
[00:12:19.480 --> 00:12:19.480]   just
[00:12:19.480 --> 00:12:19.480]   saying
[00:12:19.480 --> 00:12:19.710]   oh
[00:12:19.710 --> 00:12:20.050]   man
[00:12:20.050 --> 00:12:20.160]   I
[00:12:20.160 --> 00:12:20.840]   really
[00:12:20.840 --> 00:12:21.300]   hate
[00:12:21.300 --> 00:12:21.770]   what
[00:12:21.770 --> 00:12:22.120]   we
[00:12:22.120 --> 00:12:22.370]  're
[00:12:22.370 --> 00:12:22.920]   doing
[00:12:22.920 --> 00:12:23.320]  .
[00:12:23.320 --> 00:12:23.720]   Okay
[00:12:23.720 --> 00:12:24.110]   well
[00:12:24.110 --> 00:12:24.130]   it
[00:12:24.130 --> 00:12:24.140]  's
[00:12:24.140 --> 00:12:24.160]   got
[00:12:24.160 --> 00:12:24.170]   to
[00:12:24.170 --> 00:12:24.200]   be
[00:12:24.200 --> 00:12:24.200]  .
[00:12:24.200 --> 00:12:24.490]   The
[00:12:24.490 --> 00:12:24.760]   fact
[00:12:24.760 --> 00:12:25.080]   that
[00:12:25.080 --> 00:12:25.240]   we
[00:12:25.240 --> 00:12:25.470]  're
[00:12:25.470 --> 00:12:25.860]   using
[00:12:25.860 --> 00:12:26.660]   JavaScript
[00:12:26.660 --> 00:12:27.260]   limits
[00:12:27.260 --> 00:12:27.530]   what
[00:12:27.530 --> 00:12:27.710]   we
[00:12:27.710 --> 00:12:27.990]   can
[00:12:27.990 --> 00:12:28.200]   do
[00:12:28.200 --> 00:12:28.200]  .
[00:12:28.200 --> 00:12:28.320]   He
[00:12:28.320 --> 00:12:28.640]   wants
[00:12:28.640 --> 00:12:28.750]   to
[00:12:28.750 --> 00:12:28.990]   just
[00:12:28.990 --> 00:12:29.170]   not
[00:12:29.170 --> 00:12:29.410]   use
[00:12:29.410 --> 00:12:30.030]   JavaScript
[00:12:30.030 --> 00:12:30.090]   at
[00:12:30.090 --> 00:12:30.370]   all
[00:12:30.370 --> 00:12:30.390]   it
[00:12:30.390 --> 00:12:30.870]   should
[00:12:30.870 --> 00:12:30.940]   all
[00:12:30.940 --> 00:12:31.090]   be
[00:12:31.090 --> 00:12:31.200]   a
[00:12:31.200 --> 00:12:31.300]   PHP
[00:12:31.300 --> 00:12:31.600]   app
[00:12:31.600 --> 00:12:31.720]   not
[00:12:31.720 --> 00:12:31.800]   a
[00:12:31.800 --> 00:12:33.790]   JavaScript
[00:12:33.790 --> 00:12:34.390]   app
[00:12:34.390 --> 00:12:34.780]  .
[00:12:34.780 --> 00:12:35.010]   I
[00:12:35.010 --> 00:12:35.100]   think
[00:12:35.100 --> 00:12:35.260]   that
[00:12:35.260 --> 00:12:35.320]   there
[00:12:35.320 --> 00:12:35.320]  's
[00:12:35.320 --> 00:12:35.370]  
[00:12:35.370 --> 00:12:35.420]   I
[00:12:35.420 --> 00:12:35.830]   mean
[00:12:35.830 --> 00:12:35.930]   I
[00:12:35.930 --> 00:12:36.160]   haven
[00:12:36.160 --> 00:12:36.790]  't
[00:12:36.790 --> 00:12:37.050]   like
[00:12:37.050 --> 00:12:37.150]   I
[00:12:37.150 --> 00:12:37.560]   said
[00:12:37.560 --> 00:12:37.660]   I
[00:12:37.660 --> 00:12:38.170]   haven
[00:12:38.170 --> 00:12:38.440]  't
[00:12:38.440 --> 00:12:38.810]   developed
[00:12:38.810 --> 00:12:38.840]   a
[00:12:38.840 --> 00:12:39.080]   full
[00:12:39.080 --> 00:12:39.300]   fled
[00:12:39.300 --> 00:12:39.480]  ged
[00:12:39.480 --> 00:12:39.750]   self
[00:12:39.750 --> 00:12:39.860]  -
[00:12:39.860 --> 00:12:41.000]  standing
[00:12:41.000 --> 00:12:41.350]   stat
[00:12:41.350 --> 00:12:41.790]  eless
[00:12:41.790 --> 00:12:42.050]   API
[00:12:42.050 --> 00:12:42.260]   so
[00:12:42.260 --> 00:12:42.300]   I
[00:12:42.300 --> 00:12:42.660]   don
[00:12:42.660 --> 00:12:42.730]  't
[00:12:42.730 --> 00:12:43.080]   have
[00:12:43.080 --> 00:12:43.340]   the
[00:12:43.340 --> 00:12:43.800]   ready
[00:12:43.800 --> 00:12:44.360]   answer
[00:12:44.360 --> 00:12:44.840]   but
[00:12:44.840 --> 00:12:45.150]   sounds
[00:12:45.150 --> 00:12:45.380]   like
[00:12:45.380 --> 00:12:45.570]   this
[00:12:45.570 --> 00:12:45.670]   is
[00:12:45.670 --> 00:12:45.720]   a
[00:12:45.720 --> 00:12:45.790]   I
[00:12:45.790 --> 00:12:45.980]   mean
[00:12:45.980 --> 00:12:46.190]   this
[00:12:46.190 --> 00:12:46.290]   is
[00:12:46.290 --> 00:12:46.710]   probably
[00:12:46.710 --> 00:12:47.240]   something
[00:12:47.240 --> 00:12:47.320]  's
[00:12:47.320 --> 00:12:47.480]   been
[00:12:47.480 --> 00:12:47.880]   solved
[00:12:47.880 --> 00:12:47.960]   a
[00:12:47.960 --> 00:12:48.360]   million
[00:12:48.360 --> 00:12:48.610]   times
[00:12:48.610 --> 00:12:48.770]  .
[00:12:48.770 --> 00:12:48.990]   This
[00:12:48.990 --> 00:12:49.100]   is
[00:12:49.100 --> 00:12:49.320]   like
[00:12:49.320 --> 00:12:49.590]   there
[00:12:49.590 --> 00:12:49.700]  's
[00:12:49.700 --> 00:12:49.860]   got
[00:12:49.860 --> 00:12:49.970]   to
[00:12:49.970 --> 00:12:50.120]   be
[00:12:50.120 --> 00:12:50.160]   the
[00:12:50.160 --> 00:12:50.200]   an
[00:12:50.200 --> 00:12:50.890]   obvious
[00:12:50.890 --> 00:12:51.180]   way
[00:12:51.180 --> 00:12:51.760]   to
[00:12:51.760 --> 00:12:51.770]   deal
[00:12:51.770 --> 00:12:52.150]   with
[00:12:52.150 --> 00:12:52.570]   this
[00:12:52.570 --> 00:12:52.730]   so
[00:12:52.730 --> 00:12:52.830]   I
[00:12:52.830 --> 00:12:53.220]   mean
[00:12:53.220 --> 00:12:53.690]   the
[00:12:53.690 --> 00:12:53.880]   way
[00:12:53.880 --> 00:12:53.890]   I
[00:12:53.890 --> 00:12:53.910]   the
[00:12:53.910 --> 00:12:53.930]   way
[00:12:53.930 --> 00:12:53.960]   I
[00:12:53.960 --> 00:12:54.120]   was
[00:12:54.120 --> 00:12:54.440]   doing
[00:12:54.440 --> 00:12:54.600]   it
[00:12:54.600 --> 00:12:55.030]   is
[00:12:55.030 --> 00:12:55.880]   that
[00:12:55.880 --> 00:12:56.090]   I
[00:12:56.090 --> 00:12:56.450]   would
[00:12:56.450 --> 00:12:58.200]   have
[00:12:58.200 --> 00:12:58.440]   yeah
[00:12:58.440 --> 00:12:58.640]   so
[00:12:58.640 --> 00:12:58.740]   I
[00:12:58.740 --> 00:12:59.240]   would
[00:12:59.240 --> 00:12:59.880]   create
[00:12:59.880 --> 00:13:00.060]   two
[00:13:00.060 --> 00:13:00.300]   ways
[00:13:00.300 --> 00:13:00.430]   to
[00:13:00.430 --> 00:13:00.600]   use
[00:13:00.600 --> 00:13:00.780]   the
[00:13:00.780 --> 00:13:00.960]   API
[00:13:00.960 --> 00:13:01.140]  .
[00:13:01.140 --> 00:13:01.380]   This
[00:13:01.380 --> 00:13:01.500]   is
[00:13:01.500 --> 00:13:01.740]   just
[00:13:01.740 --> 00:13:01.910]   for
[00:13:01.910 --> 00:13:02.160]   for
[00:13:02.160 --> 00:13:02.260]   a
[00:13:02.260 --> 00:13:02.650]   catalyst
[00:13:02.650 --> 00:13:02.950]   right
[00:13:02.950 --> 00:13:03.090]   so
[00:13:03.090 --> 00:13:03.400]   this
[00:13:03.400 --> 00:13:03.560]   is
[00:13:03.560 --> 00:13:03.880]   just
[00:13:03.880 --> 00:13:04.010]  
[00:13:04.010 --> 00:13:04.260]   what
[00:13:04.260 --> 00:13:04.350]   I
[00:13:04.350 --> 00:13:04.640]   did
[00:13:04.640 --> 00:13:04.910]   get
[00:13:04.910 --> 00:13:05.100]   it
[00:13:05.100 --> 00:13:05.290]   to
[00:13:05.290 --> 00:13:05.850]   work
[00:13:05.850 --> 00:13:05.860]   so
[00:13:05.860 --> 00:13:06.050]   if
[00:13:06.050 --> 00:13:06.540]   there
[00:13:06.540 --> 00:13:06.840]   was
[00:13:06.840 --> 00:13:06.920]   it
[00:13:06.920 --> 00:13:07.160]   would
[00:13:07.160 --> 00:13:07.400]   check
[00:13:07.400 --> 00:13:07.550]   to
[00:13:07.550 --> 00:13:07.640]   see
[00:13:07.640 --> 00:13:07.720]   if
[00:13:07.720 --> 00:13:07.890]   there
[00:13:07.890 --> 00:13:08.040]   was
[00:13:08.040 --> 00:13:08.120]   a
[00:13:08.120 --> 00:13:08.420]   session
[00:13:08.420 --> 00:13:08.550]   and
[00:13:08.550 --> 00:13:08.630]   if
[00:13:08.630 --> 00:13:08.840]   there
[00:13:08.840 --> 00:13:08.960]  's
[00:13:08.960 --> 00:13:08.960]   a
[00:13:08.960 --> 00:13:09.260]   session
[00:13:09.260 --> 00:13:09.390]   and
[00:13:09.390 --> 00:13:09.470]   we
[00:13:09.470 --> 00:13:09.640]   get
[00:13:09.640 --> 00:13:09.760]   the
[00:13:09.760 --> 00:13:10.270]   information
[00:13:10.270 --> 00:13:10.370]   on
[00:13:10.370 --> 00:13:10.570]   that
[00:13:10.570 --> 00:13:10.690]   if
[00:13:10.690 --> 00:13:11.320]   not
[00:13:11.320 --> 00:13:11.480]   it
[00:13:11.480 --> 00:13:11.720]   would
[00:13:11.720 --> 00:13:12.120]   check
[00:13:12.120 --> 00:13:12.270]   if
[00:13:12.270 --> 00:13:12.410]   there
[00:13:12.410 --> 00:13:12.580]   was
[00:13:12.580 --> 00:13:12.870]   basic
[00:13:12.870 --> 00:13:13.680]   authentication
[00:13:13.680 --> 00:13:13.850]   and
[00:13:13.850 --> 00:13:14.080]   then
[00:13:14.080 --> 00:13:14.190]   it
[00:13:14.190 --> 00:13:14.520]   would
[00:13:14.520 --> 00:13:14.710]   it
[00:13:14.710 --> 00:13:15.200]   would
[00:13:15.200 --> 00:13:15.690]   query
[00:13:15.690 --> 00:13:16.290]   the
[00:13:16.290 --> 00:13:16.370]   user
[00:13:16.370 --> 00:13:16.760]   data
[00:13:16.760 --> 00:13:17.110]  .
[00:13:17.110 --> 00:13:17.140]   I
[00:13:17.140 --> 00:13:17.330]   don
[00:13:17.330 --> 00:13:17.460]  't
[00:13:17.460 --> 00:13:17.800]   think
[00:13:17.800 --> 00:13:18.160]   that
[00:13:18.160 --> 00:13:18.200]   the
[00:13:18.200 --> 00:13:18.590]   issue
[00:13:18.590 --> 00:13:18.920]   here
[00:13:18.920 --> 00:13:19.400]   is
[00:13:19.400 --> 00:13:19.740]   about
[00:13:19.740 --> 00:13:20.140]   the
[00:13:20.140 --> 00:13:20.230]   way
[00:13:20.230 --> 00:13:20.410]   that
[00:13:20.410 --> 00:13:20.700]   the
[00:13:20.700 --> 00:13:21.580]   authentication
[00:13:21.580 --> 00:13:22.230]   happens
[00:13:22.230 --> 00:13:22.600]   like
[00:13:22.600 --> 00:13:22.810]   it
[00:13:22.810 --> 00:13:23.020]   could
[00:13:23.020 --> 00:13:23.140]   be
[00:13:23.140 --> 00:13:23.370]   done
[00:13:23.370 --> 00:13:23.620]   with
[00:13:23.620 --> 00:13:23.670]   a
[00:13:23.670 --> 00:13:24.150]   session
[00:13:24.150 --> 00:13:24.270]   it
[00:13:24.270 --> 00:13:24.530]   could
[00:13:24.530 --> 00:13:24.640]   be
[00:13:24.640 --> 00:13:24.950]   done
[00:13:24.950 --> 00:13:25.130]   stat
[00:13:25.130 --> 00:13:25.430]  eless
[00:13:25.430 --> 00:13:25.550]   or
[00:13:25.550 --> 00:13:26.120]   whatever
[00:13:26.120 --> 00:13:26.420]   like
[00:13:26.420 --> 00:13:26.660]   I
[00:13:26.660 --> 00:13:26.720]   agree
[00:13:26.720 --> 00:13:26.960]   that
[00:13:26.960 --> 00:13:27.200]   that
[00:13:27.200 --> 00:13:27.560]   should
[00:13:27.560 --> 00:13:27.920]   change
[00:13:27.920 --> 00:13:28.200]   the
[00:13:28.200 --> 00:13:28.280]   way
[00:13:28.280 --> 00:13:28.540]   that
[00:13:28.540 --> 00:13:28.640]   it
[00:13:28.640 --> 00:13:28.760]   is
[00:13:28.760 --> 00:13:28.930]   isn
[00:13:28.930 --> 00:13:29.080]  't
[00:13:29.080 --> 00:13:29.290]   the
[00:13:29.290 --> 00:13:29.960]   perfect
[00:13:29.960 --> 00:13:29.960]   way
[00:13:29.960 --> 00:13:29.960]  .
[00:13:29.960 --> 00:13:30.200]  
[00:13:30.200 --> 00:13:30.210]   The
[00:13:30.210 --> 00:13:30.630]   issue
[00:13:30.630 --> 00:13:30.800]   is
[00:13:30.800 --> 00:13:30.970]   is
[00:13:30.970 --> 00:13:31.050]   U
[00:13:31.050 --> 00:13:31.390]  di
[00:13:31.390 --> 00:13:31.460]  's
[00:13:31.460 --> 00:13:32.580]   interpretation
[00:13:32.580 --> 00:13:32.750]   of
[00:13:32.750 --> 00:13:32.840]   a
[00:13:32.840 --> 00:13:33.170]   stat
[00:13:33.170 --> 00:13:33.330]  eless
[00:13:33.330 --> 00:13:33.880]   API
[00:13:33.880 --> 00:13:34.810]   because
[00:13:34.810 --> 00:13:34.950]   when
[00:13:34.950 --> 00:13:35.330]   if
[00:13:35.330 --> 00:13:35.330]   it
[00:13:35.330 --> 00:13:35.510]  's
[00:13:35.510 --> 00:13:35.980]   me
[00:13:35.980 --> 00:13:36.790]   connecting
[00:13:36.790 --> 00:13:36.870]   to
[00:13:36.870 --> 00:13:37.170]   the
[00:13:37.170 --> 00:13:37.850]   server
[00:13:37.850 --> 00:13:37.900]   I
[00:13:37.900 --> 00:13:37.960]  'm
[00:13:37.960 --> 00:13:38.040]   a
[00:13:38.040 --> 00:13:38.520]   user
[00:13:38.520 --> 00:13:38.880]   right
[00:13:38.880 --> 00:13:38.950]   I
[00:13:38.950 --> 00:13:39.090]  'm
[00:13:39.090 --> 00:13:39.520]   Justin
[00:13:39.520 --> 00:13:39.550]   do
[00:13:39.550 --> 00:13:40.030]   I
[00:13:40.030 --> 00:13:40.030]   have
[00:13:40.030 --> 00:13:40.830]   permissions
[00:13:40.830 --> 00:13:40.970]   to
[00:13:40.970 --> 00:13:41.130]   do
[00:13:41.130 --> 00:13:41.770]   something
[00:13:41.770 --> 00:13:42.120]   like
[00:13:42.120 --> 00:13:42.320]   you
[00:13:42.320 --> 00:13:42.550]   know
[00:13:42.550 --> 00:13:42.740]   can
[00:13:42.740 --> 00:13:42.770]   I
[00:13:42.770 --> 00:13:43.140]   promote
[00:13:43.140 --> 00:13:43.380]   this
[00:13:43.380 --> 00:13:43.700]   person
[00:13:43.700 --> 00:13:44.010]   to
[00:13:44.010 --> 00:13:44.170]   admin
[00:13:44.170 --> 00:13:44.510]   well
[00:13:44.510 --> 00:13:44.740]   the
[00:13:44.740 --> 00:13:44.760]   only
[00:13:44.760 --> 00:13:44.910]   way
[00:13:44.910 --> 00:13:45.020]   it
[00:13:45.020 --> 00:13:45.360]   should
[00:13:45.360 --> 00:13:45.560]   be
[00:13:45.560 --> 00:13:46.110]   able
[00:13:46.110 --> 00:13:46.380]   to
[00:13:46.380 --> 00:13:46.930]   tell
[00:13:46.930 --> 00:13:47.470]   it
[00:13:47.470 --> 00:13:47.740]  's
[00:13:47.740 --> 00:13:47.760]   me
[00:13:47.760 --> 00:13:48.010]   is
[00:13:48.010 --> 00:13:48.760]   based
[00:13:48.760 --> 00:13:48.960]   on
[00:13:48.960 --> 00:13:49.370]   the
[00:13:49.370 --> 00:13:50.190]   logged
[00:13:50.190 --> 00:13:50.460]   in
[00:13:50.460 --> 00:13:51.480]   session
[00:13:51.480 --> 00:13:51.730]   rather
[00:13:51.730 --> 00:13:51.880]   than
[00:13:51.880 --> 00:13:52.520]   sending
[00:13:52.520 --> 00:13:52.700]   my
[00:13:52.700 --> 00:13:52.910]   ID
[00:13:52.910 --> 00:13:53.180]   you
[00:13:53.180 --> 00:13:53.630]   know
[00:13:53.630 --> 00:13:53.780]   and
[00:13:53.780 --> 00:13:54.400]   saying
[00:13:54.400 --> 00:13:55.000]   because
[00:13:55.000 --> 00:13:55.160]   that
[00:13:55.160 --> 00:13:55.390]   would
[00:13:55.390 --> 00:13:55.480]   be
[00:13:55.480 --> 00:13:55.670]   very
[00:13:55.670 --> 00:13:55.850]   easy
[00:13:55.850 --> 00:13:56.000]   for
[00:13:56.000 --> 00:13:56.100]   me
[00:13:56.100 --> 00:13:56.180]   to
[00:13:56.180 --> 00:13:56.270]   sp
[00:13:56.270 --> 00:13:56.410]  oof
[00:13:56.410 --> 00:13:56.450]   I
[00:13:56.450 --> 00:13:56.640]   just
[00:13:56.640 --> 00:13:56.780]   don
[00:13:56.780 --> 00:13:56.960]  't
[00:13:56.960 --> 00:13:57.050]   I
[00:13:57.050 --> 00:13:57.100]   can
[00:13:57.100 --> 00:13:57.190]  't
[00:13:57.190 --> 00:13:57.430]   think
[00:13:57.430 --> 00:13:57.560]   of
[00:13:57.560 --> 00:13:57.720]   any
[00:13:57.720 --> 00:13:58.040]   reason
[00:13:58.040 --> 00:13:58.040]  
[00:13:58.040 --> 00:13:58.210]   to
[00:13:58.210 --> 00:13:58.640]   write
[00:13:58.640 --> 00:13:58.840]   an
[00:13:58.840 --> 00:13:59.070]   API
[00:13:59.070 --> 00:13:59.760]   where
[00:13:59.760 --> 00:13:59.830]   you
[00:13:59.830 --> 00:14:00.190]   would
[00:14:00.190 --> 00:14:00.530]   send
[00:14:00.530 --> 00:14:01.120]   both
[00:14:01.120 --> 00:14:01.120]   the
[00:14:01.120 --> 00:14:01.400]   user
[00:14:01.400 --> 00:14:01.560]   that
[00:14:01.560 --> 00:14:01.720]   you
[00:14:01.720 --> 00:14:02.520]   are
[00:14:02.520 --> 00:14:02.760]   as
[00:14:02.760 --> 00:14:02.840]   a
[00:14:02.840 --> 00:14:03.350]   parameter
[00:14:03.350 --> 00:14:03.750]   and
[00:14:03.750 --> 00:14:03.820]   also
[00:14:03.820 --> 00:14:03.950]   the
[00:14:03.950 --> 00:14:04.150]   user
[00:14:04.150 --> 00:14:04.380]   that
[00:14:04.380 --> 00:14:04.550]   you
[00:14:04.550 --> 00:14:04.780]   want
[00:14:04.780 --> 00:14:04.920]   to
[00:14:04.920 --> 00:14:05.280]   affect
[00:14:05.280 --> 00:14:05.300]   as
[00:14:05.300 --> 00:14:05.380]   a
[00:14:05.380 --> 00:14:05.870]   parameter
[00:14:05.870 --> 00:14:06.040]   that
[00:14:06.040 --> 00:14:06.140]  's
[00:14:06.140 --> 00:14:06.240]   so
[00:14:06.240 --> 00:14:06.440]   hack
[00:14:06.440 --> 00:14:06.840]  able
[00:14:06.840 --> 00:14:06.890]   that
[00:14:06.890 --> 00:14:07.000]   just
[00:14:07.000 --> 00:14:07.190]   doesn
[00:14:07.190 --> 00:14:07.260]  't
[00:14:07.260 --> 00:14:07.480]   make
[00:14:07.480 --> 00:14:07.660]   sense
[00:14:07.660 --> 00:14:07.800]  .
[00:14:07.800 --> 00:14:08.190]   Right
[00:14:08.190 --> 00:14:08.500]   well
[00:14:08.500 --> 00:14:08.580]   I
[00:14:08.580 --> 00:14:08.890]   mean
[00:14:08.890 --> 00:14:09.050]   so
[00:14:09.050 --> 00:14:09.280]   one
[00:14:09.280 --> 00:14:09.510]   way
[00:14:09.510 --> 00:14:09.670]   to
