
[00:00:00.000 --> 00:00:00.800]  
[00:00:00.800 --> 00:00:00.880]   Jo
[00:27:55.300 --> 00:27:55.870]   for
[00:27:55.870 --> 00:27:56.010]   whatever
[00:27:56.010 --> 00:27:56.390]   reason
[00:27:56.390 --> 00:27:56.560]   it
[00:27:56.560 --> 00:27:56.580]   was
[00:27:56.580 --> 00:27:57.140]   some
[00:27:57.140 --> 00:27:57.200]   kind
[00:27:57.200 --> 00:27:57.320]   of
[00:27:57.320 --> 00:27:57.700]   legacy
[00:27:57.700 --> 00:27:58.080]   system
[00:27:58.080 --> 00:27:58.270]  .
[00:27:58.270 --> 00:27:58.520]   They
[00:27:58.520 --> 00:27:58.770]   were
[00:27:58.770 --> 00:27:58.960]   all
[00:27:58.960 --> 00:27:59.400]   working
[00:27:59.400 --> 00:27:59.780]   really
[00:27:59.780 --> 00:28:00.030]   hard
[00:28:00.030 --> 00:28:00.280]   they
[00:28:00.280 --> 00:28:00.400]  ,
[00:28:00.400 --> 00:28:00.940]   were
[00:28:00.940 --> 00:28:00.940]  
[00:28:00.940 --> 00:28:01.210]   like
[00:28:01.210 --> 00:28:01.550]   staying
[00:28:01.550 --> 00:28:01.830]   there
[00:28:01.830 --> 00:28:02.050]   till
[00:28:02.050 --> 00:28:02.220]   ten
[00:28:02.220 --> 00:28:02.480]   they
[00:28:02.480 --> 00:28:02.580]  ,
[00:28:02.580 --> 00:28:02.770]   were
[00:28:02.770 --> 00:28:03.110]   fixing
[00:28:03.110 --> 00:28:03.390]   loads
[00:28:03.390 --> 00:28:03.780]   of
[00:28:03.780 --> 00:28:03.780]   stuff
[00:28:03.780 --> 00:28:04.010]   and
[00:28:04.010 --> 00:28:04.170]   they
[00:28:04.170 --> 00:28:04.390]   were
[00:28:04.390 --> 00:28:04.610]   just
[00:28:04.610 --> 00:28:04.780]   the
[00:28:04.780 --> 00:28:05.060]   there
[00:28:05.060 --> 00:28:05.230]   was
[00:28:05.230 --> 00:28:05.450]   just
[00:28:05.450 --> 00:28:05.630]   like
[00:28:05.630 --> 00:28:06.160]   always
[00:28:06.160 --> 00:28:06.400]   working
[00:28:06.400 --> 00:28:06.740]   always
[00:28:06.740 --> 00:28:06.850]  ,
[00:28:06.850 --> 00:28:07.130]   added
[00:28:07.130 --> 00:28:07.410]   added
[00:28:07.410 --> 00:28:07.800]   because
[00:28:07.800 --> 00:28:08.020]   like
[00:28:08.020 --> 00:28:08.240]   they
[00:28:08.240 --> 00:28:08.460]   were
[00:28:08.460 --> 00:28:08.910]   fighting
[00:28:08.910 --> 00:28:09.190]   fires
[00:28:09.190 --> 00:28:09.410]   they
[00:28:09.410 --> 00:28:09.520]  ,
[00:28:09.520 --> 00:28:09.740]   were
[00:28:09.740 --> 00:28:10.130]   working
[00:28:10.130 --> 00:28:10.350]   they
[00:28:10.350 --> 00:28:10.460]  ,
[00:28:10.460 --> 00:28:10.680]   were
[00:28:10.680 --> 00:28:11.110]   fighting
[00:28:11.110 --> 00:28:11.570]   fires
[00:28:11.570 --> 00:28:11.630]   they
[00:28:11.630 --> 00:28:11.740]  ,
[00:28:11.740 --> 00:28:11.960]   were
[00:28:11.960 --> 00:28:12.320]   working
[00:28:12.320 --> 00:28:12.690]  .
[00:28:12.690 --> 00:28:12.690]   And
[00:28:12.690 --> 00:28:12.990]   the
[00:28:12.990 --> 00:28:13.140]   other
[00:28:13.140 --> 00:28:13.390]   guys
[00:28:13.390 --> 00:28:13.530]   the
[00:28:13.530 --> 00:28:13.600]   b
[00:28:13.600 --> 00:28:13.740]   the
[00:28:13.740 --> 00:28:13.920]   guy
[00:28:13.920 --> 00:28:14.480]   basically
[00:28:14.480 --> 00:28:14.940]   architect
[00:28:14.940 --> 00:28:15.050]  ed
[00:28:15.050 --> 00:28:15.100]   a
[00:28:15.100 --> 00:28:15.440]   really
[00:28:15.440 --> 00:28:15.890]   abstract
[00:28:15.890 --> 00:28:16.000]  ed
[00:28:16.000 --> 00:28:16.260]   really
[00:28:16.260 --> 00:28:16.670]   kind
[00:28:16.670 --> 00:28:16.760]   of
[00:28:16.760 --> 00:28:16.780]   um
[00:28:16.780 --> 00:28:17.230]   abstract
[00:28:17.230 --> 00:28:17.340]  ed
[00:28:17.340 --> 00:28:17.680]   system
[00:28:17.680 --> 00:28:17.960]   where
[00:28:17.960 --> 00:28:18.240]   every
[00:28:18.240 --> 00:28:18.690]   function
[00:28:18.690 --> 00:28:18.860]   was
[00:28:18.860 --> 00:28:19.080]   just
[00:28:19.080 --> 00:28:19.420]   really
[00:28:19.420 --> 00:28:19.700]   small
[00:28:19.700 --> 00:28:19.870]   and
[00:28:19.870 --> 00:28:20.090]   they
[00:28:20.090 --> 00:28:20.390]   they
[00:28:20.390 --> 00:28:20.530]   just
[00:28:20.530 --> 00:28:20.730]   didn
[00:28:20.730 --> 00:28:20.840]  't
[00:28:20.840 --> 00:28:20.990]   need
[00:28:20.990 --> 00:28:21.320]   to
[00:28:21.320 --> 00:28:21.410]   work
[00:28:21.410 --> 00:28:21.520]   as
[00:28:21.520 --> 00:28:21.740]   hard
[00:28:21.740 --> 00:28:22.050]   right
[00:28:22.050 --> 00:28:22.140]  ,
[00:28:22.140 --> 00:28:22.520]   Because
[00:28:22.520 --> 00:28:23.150]   basically
[00:28:23.150 --> 00:28:23.200]   the
[00:28:23.200 --> 00:28:23.540]   system
[00:28:23.540 --> 00:28:23.710]   was
[00:28:23.710 --> 00:28:23.980]   just
[00:28:23.980 --> 00:28:24.270]   better
[00:28:24.270 --> 00:28:24.320]   a
[00:28:24.320 --> 00:28:24.650]   better
[00:28:24.650 --> 00:28:25.340]   architecture
[00:28:25.340 --> 00:28:25.520]  .
[00:28:25.520 --> 00:28:25.620]   So
[00:28:25.620 --> 00:28:25.840]   they
[00:28:25.840 --> 00:28:26.060]   they
[00:28:26.060 --> 00:28:26.290]   were
[00:28:26.290 --> 00:28:26.390]   on
[00:28:26.390 --> 00:28:26.560]   top
[00:28:26.560 --> 00:28:26.660]   of
[00:28:26.660 --> 00:28:26.840]   the
[00:28:26.840 --> 00:28:27.060]   work
[00:28:27.060 --> 00:28:27.260]   and
[00:28:27.260 --> 00:28:27.480]   they
[00:28:27.480 --> 00:28:27.670]   only
[00:28:27.670 --> 00:28:28.010]   needed
[00:28:28.010 --> 00:28:28.120]   to
[00:28:28.120 --> 00:28:28.340]   work
[00:28:28.340 --> 00:28:28.390]   a
[00:28:28.390 --> 00:28:28.550]   few
[00:28:28.550 --> 00:28:28.840]   hours
[00:28:28.840 --> 00:28:28.890]   a
[00:28:28.890 --> 00:28:29.060]   day
[00:28:29.060 --> 00:28:29.270]  .
[00:28:29.270 --> 00:28:29.390]   In
[00:28:29.390 --> 00:28:30.580]   the [SPEAKER_TURN]
[00:28:30.580 --> 00:28:30.660]   Yeah
[00:28:30.660 --> 00:28:30.880]  . [SPEAKER_TURN]
[00:28:30.880 --> 00:28:30.880]  
[00:28:30.880 --> 00:28:31.180]   time
[00:28:31.180 --> 00:28:31.490]   when
[00:28:31.490 --> 00:28:31.630]   it
[00:28:31.630 --> 00:28:32.010]   comes
[00:28:32.010 --> 00:28:32.160]   to
[00:28:32.160 --> 00:28:32.760]   bonus
[00:28:32.760 --> 00:28:32.840]   time
[00:28:32.840 --> 00:28:33.090]   the
[00:28:33.090 --> 00:28:33.450]   other
[00:28:33.450 --> 00:28:33.750]   team
[00:28:33.750 --> 00:28:34.050]   gets
[00:28:34.050 --> 00:28:34.260]   all
[00:28:34.260 --> 00:28:34.560]   the
[00:28:34.560 --> 00:28:35.040]   bonuses
[00:28:35.040 --> 00:28:35.570]   because
[00:28:35.570 --> 00:28:35.870]   that
[00:28:35.870 --> 00:28:36.100]   but
[00:28:36.100 --> 00:28:36.400]   even
[00:28:36.400 --> 00:28:36.850]   though
[00:28:36.850 --> 00:28:37.180]   they
[00:28:37.180 --> 00:28:37.680]   created
[00:28:37.680 --> 00:28:37.740]   a
[00:28:37.740 --> 00:28:37.980]   far
[00:28:37.980 --> 00:28:38.680]   inferior
[00:28:38.680 --> 00:28:39.120]   product
[00:28:39.120 --> 00:28:39.270]   um
[00:28:39.270 --> 00:28:39.530]   so
[00:28:39.530 --> 00:28:39.720]   that
[00:28:39.720 --> 00:28:39.870]  's
[00:28:39.870 --> 00:28:40.170]   kind
[00:28:40.170 --> 00:28:40.320]   of
[00:28:40.320 --> 00:28:40.470]   an
[00:28:40.470 --> 00:28:41.320]   interesting
[00:28:41.320 --> 00:28:41.610]   take
[00:28:41.610 --> 00:28:41.840]   you
[00:28:41.840 --> 00:28:41.980]  ,
[00:28:41.980 --> 00:28:42.490]   know
[00:28:42.490 --> 00:28:43.300]  . [SPEAKER_TURN]
[00:28:43.300 --> 00:28:43.890]   M
[00:28:43.890 --> 00:28:44.380]  m
[00:28:44.380 --> 00:28:44.860]  -
[00:28:44.860 --> 00:28:45.380]  h
[00:28:45.380 --> 00:28:46.420]  mm
[00:28:46.420 --> 00:28:48.000]  .
[00:28:48.000 --> 00:28:48.110]  
[00:28:48.110 --> 00:28:48.330]   thing
[00:28:48.330 --> 00:28:48.460]   on
[00:28:48.460 --> 00:28:48.720]   that
[00:28:48.720 --> 00:28:49.050]   years
[00:28:49.050 --> 00:28:49.240]   ago
[00:28:49.240 --> 00:28:49.380]  ,
[00:28:49.380 --> 00:28:49.510]   um
[00:28:49.510 --> 00:28:49.830]   which
[00:28:49.830 --> 00:28:50.300]   we
[00:28:50.300 --> 00:28:50.360]   talked
[00:28:50.360 --> 00:28:50.690]   about
[00:28:50.690 --> 00:28:51.360]   like
[00:28:51.360 --> 00:28:51.480]   whatever
[00:28:51.480 --> 00:28:51.950]   metric
[00:28:51.950 --> 00:28:52.070]   you
[00:28:52.070 --> 00:28:52.260]  're
[00:28:52.260 --> 00:28:52.670]   using
[00:28:52.670 --> 00:28:52.720]   to
[00:28:52.720 --> 00:28:52.860]   um
[00:28:52.860 --> 00:28:52.980]   uh
[00:28:52.980 --> 00:28:53.360]   reward
[00:28:53.360 --> 00:28:54.180]   programmers
[00:28:54.180 --> 00:28:54.240]  ,
[00:28:54.240 --> 00:28:54.490]   they
[00:28:54.490 --> 00:28:54.680]  're
[00:28:54.680 --> 00:28:55.340]   gonna
[00:28:55.340 --> 00:28:55.360]   optim
[00:28:55.360 --> 00:28:55.530]  ise
[00:28:55.530 --> 00:28:55.780]   with
[00:28:55.780 --> 00:28:55.830]   that
[00:28:55.830 --> 00:28:56.240]  .
[00:28:56.240 --> 00:28:56.500]   So
[00:28:56.500 --> 00:28:56.600]   if
[00:28:56.600 --> 00:28:56.630]   if
[00:28:56.630 --> 00:28:56.830]   you
[00:28:56.830 --> 00:28:57.020]  're
[00:28:57.020 --> 00:28:57.350]   gonna
[00:28:57.350 --> 00:28:57.710]   reward
[00:28:57.710 --> 00:28:58.260]   people
[00:28:58.260 --> 00:28:58.270]   on
[00:28:58.270 --> 00:28:58.460]   how
[00:28:58.460 --> 00:28:58.740]   many
[00:28:58.740 --> 00:28:59.050]   lines
[00:28:59.050 --> 00:28:59.180]   of
[00:28:59.180 --> 00:28:59.520]   code
[00:28:59.520 --> 00:28:59.700]   they
[00:28:59.700 --> 00:29:00.030]   wrote
[00:29:00.030 --> 00:29:00.160]  ,
[00:29:00.160 --> 00:29:00.490]   there
[00:29:00.490 --> 00:29:00.690]   are
[00:29:00.690 --> 00:29:00.950]   lots
[00:29:00.950 --> 00:29:01.080]   of
[00:29:01.080 --> 00:29:01.410]   lines
[00:29:01.410 --> 00:29:01.570]   of
[00:29:01.570 --> 00:29:01.800]   code
[00:29:01.800 --> 00:29:01.930]  ,
[00:29:01.930 --> 00:29:02.330]   which
[00:29:02.330 --> 00:29:02.390]   as
[00:29:02.390 --> 00:29:02.520]   we
[00:29:02.520 --> 00:29:02.790]   know
[00:29:02.790 --> 00:29:02.910]   is
[00:29:02.910 --> 00:29:03.110]   not
[00:29:03.110 --> 00:29:03.560]   always
[00:29:03.560 --> 00:29:03.590]   a
[00:29:03.590 --> 00:29:03.820]   good
[00:29:03.820 --> 00:29:04.150]   thing
[00:29:04.150 --> 00:29:05.200]  . [SPEAKER_TURN]
[00:29:05.200 --> 00:29:06.040]   M
[00:29:06.040 --> 00:29:06.870]  m
[00:29:06.870 --> 00:29:08.050]  -
[00:29:08.050 --> 00:29:08.580]  h
[00:29:08.580 --> 00:29:10.200]  mm
[00:29:10.200 --> 00:29:12.740]  .
[00:29:13.360 --> 00:29:13.470]  
[00:29:13.470 --> 00:29:13.520]   So
[00:29:13.520 --> 00:29:13.690]   okay
[00:29:13.690 --> 00:29:13.910]   this
[00:29:13.910 --> 00:29:14.020]   is
[00:29:14.020 --> 00:29:14.240]   like
[00:29:14.240 --> 00:29:14.350]   so
[00:29:14.350 --> 00:29:14.730]   instead
[00:29:14.730 --> 00:29:14.840]   of
[00:29:14.840 --> 00:29:15.060]   just
[00:29:15.060 --> 00:29:15.280]   like
[00:29:15.280 --> 00:29:15.720]   knocking
[00:29:15.720 --> 00:29:16.050]   things
[00:29:16.050 --> 00:29:16.210]   out
[00:29:16.210 --> 00:29:16.320]  ,
[00:29:16.320 --> 00:29:16.480]   you
[00:29:16.480 --> 00:29:16.640]  're
[00:29:16.640 --> 00:29:16.930]   gonna
[00:29:16.930 --> 00:29:17.180]   spend
[00:29:17.180 --> 00:29:17.340]   all
[00:29:17.340 --> 00:29:17.780]   your
[00:29:17.780 --> 00:29:17.900]   time
[00:29:17.900 --> 00:29:18.160]   logging
[00:29:18.160 --> 00:29:18.210]   '
[00:29:18.210 --> 00:29:18.480]  em
[00:29:18.480 --> 00:29:18.580]   and
[00:29:18.580 --> 00:29:18.700]   then
[00:29:18.700 --> 00:29:19.080]   making
[00:29:19.080 --> 00:29:19.300]   sure
[00:29:19.300 --> 00:29:19.470]   that
[00:29:19.470 --> 00:29:19.640]   you
[00:29:19.640 --> 00:29:19.960]   remove
[00:29:19.960 --> 00:29:20.290]   them
[00:29:20.290 --> 00:29:20.290]  ,
[00:29:20.290 --> 00:29:20.720]   right
[00:29:20.720 --> 00:29:20.770]  .
[00:29:20.770 --> 00:29:20.790]   I
[00:29:20.790 --> 00:29:21.000]   mean
[00:29:21.000 --> 00:29:21.150]   you
[00:29:21.150 --> 00:29:21.310]  're
[00:29:21.310 --> 00:29:21.580]   gonna
[00:29:21.580 --> 00:29:21.680]   y
[00:29:21.680 --> 00:29:21.840]   you
[00:29:21.840 --> 00:29:22.090]   know
[00:29:22.090 --> 00:29:22.220]   when
[00:29:22.220 --> 00:29:22.450]   when
[00:29:22.450 --> 00:29:22.590]   you
[00:29:22.590 --> 00:29:23.260]   start
[00:29:23.260 --> 00:29:23.340]   talking
[00:29:23.340 --> 00:29:23.530]   about
[00:29:23.530 --> 00:29:23.800]   money
[00:29:23.800 --> 00:29:23.910]  ,
[00:29:23.910 --> 00:29:24.070]   how
[00:29:24.070 --> 00:29:24.400]   people
[00:29:24.400 --> 00:29:24.890]   how
[00:29:24.890 --> 00:29:24.920]   people
[00:29:24.920 --> 00:29:25.220]   change
[00:29:25.220 --> 00:29:25.490]   their
[00:29:25.490 --> 00:29:25.990]   behaviour
[00:29:25.990 --> 00:29:26.250]   based
[00:29:26.250 --> 00:29:26.360]   on
[00:29:26.360 --> 00:29:26.630]   money
[00:29:26.630 --> 00:29:27.130]  ,
[00:29:27.130 --> 00:29:27.810]   um
[00:29:27.810 --> 00:29:27.810]   you
[00:29:27.810 --> 00:29:28.030]   know
[00:29:28.030 --> 00:29:28.400]   you
[00:29:28.400 --> 00:29:28.420]   have
[00:29:28.420 --> 00:29:28.640]   to
[00:29:28.640 --> 00:29:28.650]   be
[00:29:28.650 --> 00:29:28.860]   very
[00:29:28.860 --> 00:29:29.260]   careful
[00:29:29.260 --> 00:29:29.650]   because
[00:29:29.650 --> 00:29:30.050]   they
[00:29:30.050 --> 00:29:30.280]   because
[00:29:30.280 --> 00:29:30.620]   people
[00:29:30.620 --> 00:29:30.730]   do
[00:29:30.730 --> 00:29:30.950]   ch
[00:29:30.950 --> 00:29:30.960]   it
[00:29:30.960 --> 00:29:31.060]   do
[00:29:31.060 --> 00:29:31.400]   change
[00:29:31.400 --> 00:29:31.680]   their
[00:29:31.680 --> 00:29:32.180]   behaviour
[00:29:32.180 --> 00:29:32.360]   and
[00:29:32.360 --> 00:29:32.480]   uh
[00:29:32.480 --> 00:29:32.680]   what
[00:29:32.680 --> 00:29:32.850]   are
[00:29:32.850 --> 00:29:33.100]   you
[00:29:33.100 --> 00:29:33.430]   looking
[00:29:33.430 --> 00:29:33.540]   at
[00:29:33.540 --> 00:29:34.280]  ? [SPEAKER_TURN]
[00:29:35.600 --> 00:29:35.800]  
[00:29:35.800 --> 00:29:35.920]   Yeah
[00:29:35.920 --> 00:29:36.240]   well
[00:29:36.240 --> 00:29:36.560]   wait
[00:29:36.560 --> 00:29:36.880]   just
[00:29:36.880 --> 00:29:37.040]  ,
[00:29:37.040 --> 00:29:37.360]   but
[00:29:37.360 --> 00:29:37.500]   I
[00:29:37.500 --> 00:29:37.600]  'll
[00:29:37.600 --> 00:29:37.680]   I
[00:29:37.680 --> 00:29:37.920]  'll
[00:29:37.920 --> 00:29:38.000]   I
[00:29:38.000 --> 00:29:38.240]  'll
[00:29:38.240 --> 00:29:38.320]   I
[00:29:38.320 --> 00:29:38.560]  'll
[00:29:38.560 --> 00:29:38.950]   link
[00:29:38.950 --> 00:29:39.040]   to
[00:29:39.040 --> 00:29:39.210]   it
[00:29:39.210 --> 00:29:39.480]  .
[00:29:39.480 --> 00:29:39.680]   Don
[00:29:39.680 --> 00:29:39.840]  't
[00:29:39.840 --> 00:29:40.230]   worry
[00:29:40.230 --> 00:29:40.580]   about
[00:29:40.580 --> 00:29:41.040]   it
[00:29:41.040 --> 00:29:41.070]  .
[00:29:41.070 --> 00:29:41.320]   You
[00:29:41.320 --> 00:29:41.560]  're
[00:29:41.560 --> 00:29:42.080]   breaking
[00:29:42.080 --> 00:29:42.560]   the
[00:29:42.560 --> 00:29:42.730]   flow
[00:29:42.730 --> 00:29:42.970]   man
[00:29:42.970 --> 00:29:43.210]  .
[00:29:43.210 --> 00:29:43.530]   Stay
[00:29:43.530 --> 00:29:43.690]   in
[00:29:43.690 --> 00:29:43.960]   the
[00:29:43.960 --> 00:29:44.300]   game
[00:29:44.300 --> 00:29:44.570]   stay
[00:29:44.570 --> 00:29:44.890]   stay
[00:29:44.890 --> 00:29:45.230]   stay
[00:29:45.230 --> 00:29:45.530]   stay
[00:29:45.530 --> 00:29:45.780]   in
[00:29:45.780 --> 00:29:45.930]   the
[00:29:45.930 --> 00:29:46.370]   game
[00:29:46.370 --> 00:29:46.490]  .
[00:29:46.490 --> 00:29:46.880]   Um
[00:29:46.880 --> 00:29:47.470]   yeah
[00:29:47.470 --> 00:29:48.050]   I
[00:29:48.050 --> 00:29:48.230]   mean
[00:29:48.230 --> 00:29:48.530]   uh
[00:29:48.530 --> 00:29:48.680]   I
[00:29:48.680 --> 00:29:48.830]   I
[00:29:48.830 --> 00:29:49.600]   think
[00:29:49.600 --> 00:29:50.330]   the
[00:29:50.330 --> 00:29:50.330]   it
[00:29:50.330 --> 00:29:51.240]  's
[00:29:51.240 --> 00:29:51.370]   really
[00:29:51.370 --> 00:29:51.470]   c
[00:29:51.470 --> 00:29:51.590]   I
[00:29:51.590 --> 00:29:52.090]   think
[00:29:52.090 --> 00:29:52.480]   it
[00:29:52.480 --> 00:29:52.910]  's
[00:29:52.910 --> 00:29:53.900]   difficult
[00:29:53.900 --> 00:29:55.360]   for [SPEAKER_TURN]
[00:30:04.760 --> 00:30:04.760]  
[00:30:04.760 --> 00:30:04.860]   it
[00:30:04.860 --> 00:30:05.040]  's
[00:30:05.040 --> 00:30:05.110]   and
[00:30:05.110 --> 00:30:05.210]   it
[00:30:05.210 --> 00:30:05.370]  's
[00:30:05.370 --> 00:30:05.780]   extremely
[00:30:05.780 --> 00:30:06.240]   difficult
[00:30:06.240 --> 00:30:06.400]   for
[00:30:06.400 --> 00:30:06.550]   non
[00:30:06.550 --> 00:30:06.600]  -
[00:30:06.600 --> 00:30:07.060]  technical
[00:30:07.060 --> 00:30:07.410]   people
[00:30:07.410 --> 00:30:07.480]  ,
[00:30:07.480 --> 00:30:07.880]   these
[00:30:07.880 --> 00:30:08.160]   managers
[00:30:08.160 --> 00:30:08.310]   who
[00:30:08.310 --> 00:30:08.460]   are
[00:30:08.460 --> 00:30:08.770]   trying
[00:30:08.770 --> 00:30:08.890]   to
[00:30:08.890 --> 00:30:09.180]   figure
[00:30:09.180 --> 00:30:09.190]   out
[00:30:09.190 --> 00:30:09.480]   who
[00:30:09.480 --> 00:30:09.730]   did
[00:30:09.730 --> 00:30:09.860]   what
[00:30:09.860 --> 00:30:10.070]   and
[00:30:10.070 --> 00:30:10.140]   you
[00:30:10.140 --> 00:30:10.350]   know
[00:30:10.350 --> 00:30:10.720]   because
[00:30:10.720 --> 00:30:10.980]   there
[00:30:10.980 --> 00:30:11.080]  's
[00:30:11.080 --> 00:30:11.230]   all
[00:30:11.230 --> 00:30:11.490]   these
[00:30:11.490 --> 00:30:11.750]   other
[00:30:11.750 --> 00:30:12.120]   factors
[00:30:12.120 --> 00:30:12.330]   that
[00:30:12.330 --> 00:30:12.480]   can
[00:30:12.480 --> 00:30:12.580]   go
[00:30:12.580 --> 00:30:12.600]   into
[00:30:12.600 --> 00:30:13.010]   like
[00:30:13.010 --> 00:30:13.290]   why
[00:30:13.290 --> 00:30:13.310]   how
[00:30:13.310 --> 00:30:13.510]   fast
[00:30:13.510 --> 00:30:14.020]   features
[00:30:14.020 --> 00:30:14.080]   are
[00:30:14.080 --> 00:30:14.390]   rolled
[00:30:14.390 --> 00:30:14.560]   out
[00:30:14.560 --> 00:30:14.640]   or
[00:30:14.640 --> 00:30:14.790]   not
[00:30:14.790 --> 00:30:15.000]   that
[00:30:15.000 --> 00:30:15.260]   could
[00:30:15.260 --> 00:30:15.360]   be
[00:30:15.360 --> 00:30:15.970]   business
[00:30:15.970 --> 00:30:16.260]   related
[00:30:16.260 --> 00:30:16.300]  .
[00:30:16.300 --> 00:30:16.520]   Like
[00:30:16.520 --> 00:30:16.620]   we
[00:30:16.620 --> 00:30:16.870]   could
[00:30:16.870 --> 00:30:17.020]   all
[00:30:17.020 --> 00:30:17.230]   that
[00:30:17.230 --> 00:30:17.600]   feature
[00:30:17.600 --> 00:30:17.970]   because
[00:30:17.970 --> 00:30:18.070]   it
[00:30:18.070 --> 00:30:18.490]   depended
[00:30:18.490 --> 00:30:18.590]   on
[00:30:18.590 --> 00:30:18.800]   this
[00:30:18.800 --> 00:30:18.840]   A
[00:30:18.840 --> 00:30:18.920]  _
[00:30:18.920 --> 00:30:18.940]  P
[00:30:18.940 --> 00:30:19.000]  _
[00:30:19.000 --> 00:30:19.050]  I
[00:30:19.050 --> 00:30:19.250]  _
[00:30:19.250 --> 00:30:19.340]   and
[00:30:19.340 --> 00:30:19.350]   we
[00:30:19.350 --> 00:30:19.580]   didn
[00:30:19.580 --> 00:30:19.690]  't
[00:30:19.690 --> 00:30:19.920]   close
[00:30:19.920 --> 00:30:20.110]   the
[00:30:20.110 --> 00:30:20.280]   deal
[00:30:20.280 --> 00:30:20.380]   or
[00:30:20.380 --> 00:30:20.620]   sign
[00:30:20.620 --> 00:30:20.640]   a
[00:30:20.640 --> 00:30:21.060]   contract
[00:30:21.060 --> 00:30:21.270]   with
[00:30:21.270 --> 00:30:21.500]   this
[00:30:21.500 --> 00:30:21.740]   other
[00:30:21.740 --> 00:30:22.110]   company
[00:30:22.110 --> 00:30:22.210]   so
[00:30:22.210 --> 00:30:22.310]   we
[00:30:22.310 --> 00:30:22.620]   couldn
[00:30:22.620 --> 00:30:22.720]  't
[00:30:22.720 --> 00:30:22.870]   get
[00:30:22.870 --> 00:30:23.080]   this
[00:30:23.080 --> 00:30:23.450]   through
[00:30:23.450 --> 00:30:23.600]   and
[00:30:23.600 --> 00:30:23.820]   that
[00:30:23.820 --> 00:30:24.020]   made
[00:30:24.020 --> 00:30:24.280]   these
[00:30:24.280 --> 00:30:24.540]   other
[00:30:24.540 --> 00:30:24.850]   things
[00:30:24.850 --> 00:30:25.060]   more
[00:30:25.060 --> 00:30:25.650]   complicated
[00:30:25.650 --> 00:30:25.890]   and
[00:30:25.890 --> 00:30:25.890]   da
[00:30:25.890 --> 00:30:25.990]   da
[00:30:25.990 --> 00:30:26.090]   da
[00:30:26.090 --> 00:30:26.210]   da
[00:30:26.210 --> 00:30:26.290]   da
[00:30:26.290 --> 00:30:26.390]   da
[00:30:26.390 --> 00:30:26.540]   you
[00:30:26.540 --> 00:30:26.750]   know
[00:30:26.750 --> 00:30:26.900]   you
[00:30:26.900 --> 00:30:27.160]   could
[00:30:27.160 --> 00:30:27.370]   just
[00:30:27.370 --> 00:30:27.590]   come
[00:30:27.590 --> 00:30:27.680]   up
[00:30:27.680 --> 00:30:27.900]   with
[00:30:27.900 --> 00:30:27.940]   a
[00:30:27.940 --> 00:30:28.310]   million
[00:30:28.310 --> 00:30:28.670]   reasons
[00:30:28.670 --> 00:30:30.000]   and [SPEAKER_TURN]
[00:30:31.000 --> 00:30:30.220]   you
[00:30:30.220 --> 00:30:30.520]   know
[00:30:30.520 --> 00:30:31.130]   the
[00:30:31.130 --> 00:30:31.340]   business
[00:30:31.340 --> 00:30:31.860]   manager
[00:30:31.860 --> 00:30:32.460]   whatever
[00:30:32.460 --> 00:30:32.610]   is
[00:30:32.610 --> 00:30:32.980]   gonna
[00:30:32.980 --> 00:30:33.140]   ha
[00:30:33.140 --> 00:30:33.350]   not
[00:30:33.350 --> 00:30:34.110]   understand
[00:30:34.110 --> 00:30:34.660]   those
[00:30:34.660 --> 00:30:34.920]   things
[00:30:34.920 --> 00:30:35.130]   and
[00:30:35.130 --> 00:30:35.810]   therefore
[00:30:35.810 --> 00:30:35.960]   it
[00:30:35.960 --> 00:30:36.110]  's
[00:30:36.110 --> 00:30:36.470]   gonna
[00:30:36.470 --> 00:30:36.800]   end
[00:30:36.800 --> 00:30:36.850]   up
[00:30:36.850 --> 00:30:37.360]   being
[00:30:37.360 --> 00:30:37.590]   kinda
[00:30:37.590 --> 00:30:38.260]   arbitrary
[00:30:38.260 --> 00:30:38.280]  .
[00:30:38.280 --> 00:30:38.630]   So
[00:30:38.630 --> 00:30:39.080]   what
[00:30:39.080 --> 00:30:39.160]   Sp
[00:30:39.160 --> 00:30:39.300]  ols
[00:30:39.300 --> 00:30:39.450]  ky
[00:30:39.450 --> 00:30:39.750]   ends
[00:30:39.750 --> 00:30:39.900]   up
[00:30:39.900 --> 00:30:40.500]   advising
[00:30:40.500 --> 00:30:40.650]   is
